1,724024031,1/14/2018,0:00:00,60,81.05 ,2740,-0.98,-16.48,400.7,398.79,400.92,70.52,67.02,71.97,1079.97,10.98,2.36,5.1,264,0.69,1078.97,-0.3,2.33,2.33,2.29,2.29,2.29,1,1800,1080,10.41,10.42,16,2,-0.42,42.16,41.7,18.62,19.06,52,0,2.73,29.54,54,27,0,50.02,0,8105,32.63,29.86,-1,21,0,0,-276,-276,0,0,62,0,0,0,0,125874288,0,-20683628,2109723,0,1074856711,6532,0,-1072414302,2056
2,724024002,1/14/2018,0:00:00,60,13.09 ,3042,-0.99,-4.43,402.06,399.86,401.97,26.38,27.43,27.76,1080,10.98,2.35,3.31,0.79,1,1079.01,4.25,2.39,2.39,2.29,2.29,2.29,1,1800,1080,3.08,3.06,16,2,4.35,39,40,22,26,48,1,10,34,50.06,16,0,50.03,0,8903,35.67,18.9,-1,23,0,0,-274,-273,0,0,60,0,0,0,0,126398576,0,-20683692,2109723,0,1074889479,6532,0,-1072414302,2056
3,724024024,1/14/2018,0:00:00,60,6.02 ,3276,-0.99,-2.27,402.04,399.84,401.84,20.57,23.54,23.67,1078.59,10.97,2.21,3.42,174.03,1.5,1077.58,8.88,2.21,2.21,2.29,2.29,2.29,1,1800,1080,2.15,2.16,16,2,8.78,43.36,43.6,26.31,28.8,48,0,16.68,39.05,50.27,21,0,50.03,0,2785,28.19,18.44,-1,23,0,0,-273,-274,0,0,62,0,0,0,0,125874288,0,-1809260,2109723,0,1074856711,6532,0,-1072414304,2056
4,724024010,1/14/2018,0:00:00,60,8.94 ,2828,-0.99,-1.87,400.07,402.27,402.28,22.56,26.03,26.24,1072.61,10.9,4.01,3.15,271.92,0.78,1071.65,11.35,4.02,4.02,4.04,4.04,4.04,1,1507.38,1085.22,2.31,2.31,15.61,2.38,10.87,40.5,40.67,18.01,22,47,2,11.57,33.46,47.54,20,0,50.02,0,8367.39,37.68,27.19,-2,22,0,0,-273,-273,0,0,60,0,0,0,0,125874288,0,-20683690,2109722,0,1074856711,4484,0,1327520,2056
1,724024031,1/15/2018,0:00:00,60,-6,2740,1,0,403.64,400.92,403.56,8,11.72,0,0,0,85.04,1.8,287,0.8,0,-45,85.06,85.05,85,85,85,1,0,1080,0,0,11,7,-45,15,15,13,14.83,31,0,12,13,28.62,16,0,50.01,0,8107,-2.49,0.07,-1,20,0,0,-276,-276,0,0,63.04,0,0,0,0,125874288,0,-20683628,2109722,0,1074823168,2308,0,-1072414304,2056
2,724024024,1/15/2018,0:00:00,60,-5,3276,1,0,401.45,398.87,401.19,5.75,8,4,4.9,0,85.08,1.33,206,1.6,2.84,-43.17,85.05,85.04,85,85,85,1,0,1080,0,0,11,7,-43.11,17,17,15.89,15.84,33,0,14,15,30.86,16.15,0,50.03,0,2786,-2.48,1.16,-1,23,0,0,-273,-274,0,0,63,0,0,0,0,125874288,0,-1809260,2109722,0,1074823168,2308,0,-1072414304,2056
3,724024002,1/15/2018,0:00:00,60,-4.08,3042,1,0,401.76,399.02,401.5,5.37,7.7,3.31,0,0,85.08,0.78,45,1.1,0,-45,85.08,85.08,85,85,85,1,0,1080,0,0,11,7,-45,13,14,12,12.99,23.06,1,10,9.92,20.7,11,0,50.04,0,8904,-3.44,0,-1,23,0,0,-274,-273,0,0,61,0,0,0,0,126398576,0,-20683628,2109467,0,1074823168,2308,0,-1072414304,8
5,724024010,1/15/2018,0:00:00,60,-5.97,2828,1,0,397.23,400.01,400.08,5.86,9,4.92,0,0,85.08,0.61,312,0.89,0,-45,85.01,85.08,85,85,85,1,0,1080,0,0,11,7,-45,15.94,15.33,13,16,31,2,12,13,28,15,0,50.03,0,8371,-1.5,0,-2,22,0,0,-273,-273,0,0,61,0,0,0,0,125874288,0,-20683625,2109722,0,1074790400,260,0,1327520,2056
1,724024031,1/16/2018,0:00:00,60,648.53,2740,-0.98,-122.9,397.76,396.39,398.17,555.83,553.35,558.45,1711.03,17.39,1.51,7.46,236.16,0.65,1709.5,-3.45,1.51,1.51,1.55,1.55,1.55,1,1800,1790,43.53,43.52,16,2,-3.63,51.12,50.36,21,22,51.09,4.07,6.23,37.59,62.67,31,0,50.02,0,8108,41.57,87.97,-1,37,0,0,-276,-276,0,0,62,0,0,0,0,125874288,0,-20683561,2109723,0,1074889479,6532,0,-1072414302,2056
2,724024024,1/16/2018,0:00:00,60,312.39,3276,-0.93,-112.19,396.91,394.96,396.86,279.75,279.52,285,1381.87,14.05,1.23,5.91,150.59,1.39,1380.53,1.8,1.21,1.21,1.29,1.29,1.29,1,1800,1267.32,26.5,26.48,16,2,1.52,53.4,53.73,31,39.03,53.97,4,16,47.16,63.27,24.21,0,50.04,0,2787,64.57,74.81,-1,32,0,0,-273,-274,0,0,61.11,0,0,0,0,125874288,0,-1809257,2109723,0,1074889479,6532,0,-1072414302,2056
3,724024002,1/16/2018,0:00:00,60,462.89,3042,-0.97,-111.09,397.99,395.98,397.98,400.96,399.73,403.1,1568.65,15.94,1.26,6.5,331.04,0.89,1567.31,3.84,1.22,1.21,1.29,1.29,1.29,1,1800,1673.97,33.99,33.99,16,2,3.85,53.5,53.88,30,37,49.8,5,13,46.61,65.24,22,0,50.04,0,8906,42.15,67.38,-1,30,0,0,-274,-273,0,0,61,0,0,0,0,126398576,0,-20683689,2109723,0,1074856711,6532,0,-1072414302,2056
5,724024010,1/16/2018,0:00:00,60,460.33,2828,-0.97,-101.16,395.59,397.67,397.38,395.18,396.21,403.77,1563.26,15.89,1.2,6.47,249.18,0.69,1561.74,-2.45,1.21,1.22,1.29,1.29,1.29,1,1800,1632.64,33.82,33.8,16,2,-2.45,47.31,47.43,22.62,26.68,52.54,6,7.17,35.97,62.85,25,0,50.04,0,8372,57.41,84.64,-2,30,0,0,-273,-273,0,0,60.05,0,0,0,0,125874288,0,-20683626,2109723,0,1074856711,4484,0,1327522,2056
1,724024031,1/17/2018,0:00:00,60,1026.88,2740,-0.98,-145.95,400.68,399.36,401.07,866.81,865.29,865.74,1789.94,18.2,2.32,8.99,270.46,0.8,1788.4,-3.15,2.35,2.36,2.38,2.38,2.38,1,1800,1790,66,65.98,16,2,-3.29,63.31,62.32,26,27,51.62,7.79,9.33,45.99,63,33.5,0,50.01,0,8108,27.39,109.36,-1,47,0,0,-276,-276,0,0,63,0,0,0,0,125874288,0,-20683628,2109722,0,1074889479,6532,0,-1072413278,2056
2,724024024,1/17/2018,0:00:00,60,831.52,3276,-0.98,-147.91,400.09,398.35,400.24,704.85,704.75,708.88,1759.93,17.89,1.85,8.47,184.52,1.5,1758.41,2.66,1.84,1.85,1.87,1.87,1.87,1,1800,1790,54.1,54.08,16,2,2.48,68.31,68.59,36,45,49.2,7,18.43,58,66.9,29,0,50.01,0,2787,54.49,122.16,-1,37.26,0,0,-273,-274,0,0,62,0,0,0,0,125874288,0,-1809260,2109722,0,1074889479,6532,0,-1072413278,2056
3,724024002,1/17/2018,0:00:00,60,913.64,3042,-0.98,-142.61,402.78,401.01,402.75,768.46,768.41,769.84,1785.04,18.15,2.26,8.38,10,1,1783.52,-1.81,2.24,2.25,2.22,2.22,2.22,1,1800,1790,58.78,58.76,16,2,-2,80.7,81.18,42,51,50,9,18,68,68.27,25.72,0,50.01,0,8906,52.64,100.05,-1,41,0,0,-274,-273,0,0,62,0,0,0,0,126398576,0,-20683690,2109723,0,1074856711,6532,0,-1072429662,2056
5,724024010,1/17/2018,0:00:00,60,1054.43,2828,-0.99,-133.52,399.07,401.06,400.3,882.64,885.97,891.73,1790.03,18.19,2.38,8.82,284,0.8,1788.45,-0.4,2.41,2.4,2.45,2.45,2.45,1,1800,1790,67.78,67.75,16,2,-0.71,59,59.01,23.49,28,52.28,9,9.82,43,64.7,29,0,50,0,8372,78.61,150.32,-2,40.45,0,0,-273,-273,0,0,61,0,0,0,0,125874288,0,-20683690,2109723,0,1074889479,4484,0,1312162,2056
1,724024031,1/18/2018,0:00:00,60,-5.73,2740,1,0,404.23,401.34,403.83,9.24,12.85,6.08,1130.06,11.49,6.73,1.99,160.58,1.45,1129.06,12.39,6.73,6.73,6.71,6.71,6.71,1,1130,1080,0,0,15,3,12.36,36.48,36.12,38,37.49,47.25,6,21.56,34,47.35,28,0,50.03,0,8114,27.25,38.47,-1,26,0,0,-276,-276,0,0,57.9,0,0,0,0,125874288,0,-20683627,2109723,0,1074790657,2308,0,-1072430688,2056
2,724024024,1/18/2018,0:00:00,60,-7.44,3276,1,0,404.16,401.13,403.41,10.95,15.15,10.7,1110.38,11.29,7.04,2.36,89.09,1.2,1109.06,6.45,7.04,7.05,7.03,7.03,7.03,1,1119,1080,0,0,14.95,3,6.45,40.16,40.35,30,33,46.77,5.61,21.55,37.89,47.47,25,0,50.02,0,2795,27.33,37.32,-1,28,0,0,-273,-274,0,0,63,0,0,0,0,125874288,0,-1809260,2109723,0,1074823425,2308,0,-1072430688,2056
3,724024002,1/18/2018,0:00:00,60,-5.73,3042,-0.99,-0.05,404.33,401.27,403.72,8.66,12.05,8.82,852.09,8.65,16.76,2.15,272.79,1.77,851.16,5.75,16.75,16.75,16.71,16.71,16.71,1,869.59,1080,0,0,14.69,2.68,5.51,37.63,38,35,37,48,7,24,36.66,48.58,25,0,50.02,0,8912,36.95,38.93,-1,29,0,0,-274,-273,0,0,64,0,0,0,0,126398576,0,-20683625,2109723,0,1074823425,2308,0,-1072430688,2056
5,724024010,1/18/2018,0:00:00,60,-6.6,2828,1,0,400.33,402.9,403.27,10.09,14.15,11.5,694.75,7.07,19.96,1.89,198.77,1.57,694.63,1.02,19.95,19.96,19.97,19.97,19.97,1,727.46,1080,0,0,14.57,2.6,0.2,44.95,44.93,28.7,30.87,46,8,20.27,40.67,46.5,24,0,50.02,0,8382,30.46,45.29,-2,28,0,0,-273,-273,0,0,62,0,0,0,0,125874288,0,-20683691,2109722,0,1074790400,260,0,1311136,2056
